,tweets,target
1041,".@POTUS: ""250,000 new jobs in October was an incredible number. We also had a wage increase of 3.1%. It's like a pe ",0
1042,TONIGHT: @PressSec speaks with @seanhannity. Tune in to 'Hannity' on Fox News Channel at 9p ET. ,0
1043,".@POTUS arrives in Indianapolis for tonight's ""Make America Great Again"" rally. (Courtesy: WXIN) ",0
1044,Chicago woman reportedly killed by mystery masked gunman on Halloween in front of young children ,0
1045,Mother of teen who inspired @PearlJam's hit song Jeremy speaks out for first time ,0
1046,Trump administration unfreezes assets of two Turkish officials after pastor Brunson's release ,0
1047,We're four days away from Election Day! Tune in to Fox News Channel Tuesday at 6p ET for special live coverage as ,0
1048,"Trump rips into Obama for lies, amid dueling campaign rallies ",0
1049,Brad Pitt and @LeoDiCaprio urge Americans to vote: 'The future of our country will be decided this week' ,0
1050,"Alabama boy, 3, drowns in bathtub after father steps out to smoke cigarette: police ",0
1051,'Don't Be Bamboozled': Obama Says Republicans Attempting to 'Terrify Folks' Ahead of Midterms ,0
1052,Mark Wahlberg lends his support to repair a vandalized Vietnam War memorial ,0
1053,Republicans see hope in early-vote totals from key battlegrounds ,0
1054,".@DorisKGoodwin: ""I think the overwhelming majority of the people in this country want [the toxic culture] to softe ",0
1055,".@DorisKGoodwin: ""I think the overwhelming majority of the people in this country want [the toxic culture] to softe ",0
1056,Airports ask @Unicode to change plane-landing emoji: 'The other one is a little too crash-y' ,0
1057,"Cesar Sayoc, package bomb suspect, agrees to face charges in New York ",0
1058,".@POTUS holds a ""Make America Great Again"" rally in Huntington, West Virginia. ",0
1059,Pilot credits 'God' with landing plane safely on interstate in North Carolina ,0
1060,.@ShepNewsTeam is live with the Fox News Update on Facebook Watch:  ,0
1061,".@BarackObama: ""If you don't like what's going on right now, don't just complain. Don't get anxious and freaked out ",0
1062,".@BarackObama: ""The antidote to a politics based on division is a politics based on the sense that we're in it toge ",0
1063,Outspoken @Panthers defensive back Eric Reid says coach 'doesn't have a choice' but to support anthem protest ,0
1064,".@POTUS: ""Honduras, El Salvador, all of these countries, they're getting millions and millions of dollars. They're ",0
1065,".@POTUS: ""If our soldiers or Border Patrol or ICE are going to be hit in the face with rocks, we're going to arrest ",0
1066,".@POTUS on economic talks with China:  ""If we can open up China and make it fair for the first time ever...I am ver ",0
1067,".@BarackObama: ""In four days, you can choose a bigger, more prosperous, more generous vision of America."" ",0
1068,".@BarackObama: ""Maybe most of all, the character of our country is on the ballot.""  ",0
1069,".@BarackObama: ""It might be the most important election of our lifetimes. Politicians will always say that, but thi ",0
1070,"President @BarackObama makes remarks at a rally in Miami for @SenBillNelson, @AndrewGillum and other Florida Democr ",0
1071,.@AlecBaldwin arrested over parking spot altercation  ,0
1072,Islamic attack against Coptic Christians pilgrims kills at least 7 in Egypt ,0
1073,".@BarackObama, @POTUS make final midterm push in Florida ",0
1074,.@LaraLeaTrump: What people need to remember is how far weve come in this country. Since Donald Trump took office ,0
1075,.@LaraLeaTrump: People are always excited to see the president and he is doing such a great job of getting the me ,0
1076,.@RepGaramendi: We know that the immigration laws dont work. Both Democrats and Republicans agree to that and the ,0
1077,Democratic candidates reportedly have stopped asking Bill Clinton to campaign for them ,0
1078,"US adds robust 250,000 jobs; pay growth fastest since 2009 ",0
1079,"High school students find 6,000-year-old stone ax at Mount Vernon ",0
1080,Oscar Mayer says hot dogs are still sandwiches despite followers' best attempts to change company's mind ,0
1081,NASA is teaming up with a California shoe company to commemorate its 60th anniversary ,0
1082,Fox News Voter Analysis launching to give new insights into midterm results on Election Day ,0
1083,Unveiling the Fox News Probability Meter: Dial to estimate likely midterm outcomes ,0
1084,Soyuz rocket failure: Russia blames botched launch on mistake during assembly ,0
1085,.@MrMikeBlake: I think everything is pointing to a Democratic majority in the House. ,0
1086,.@GOPChairwoman: I am not seeing signs of a blue wave. ,0
1087,Daylight saving time: When and why we 'fall back' ,0
1088,"Vegan woman fined $1,170 for threatening to kill her Italian mother for making meat sauce ",0
1089,"Georgia governor's race, unexpectedly close, draws big names ",0
1090,White House announces return of US sanctions on Iran that were lifted under landmark nuclear deal; @RichEdsonDC rep ,0
1091,JUST IN: White House announces return of US sanctions on Iran that were lifted under landmark nuclear deal ,0
1092,.@MickMulvaneyOMB: The numbers are all good. We do think they are sustainable. ,0
1093,.@MickMulvaneyOMB: The numbers are even better than we expected today. ,0
1094,"State of #Midterms2018: Cruz feels heat from Beto in new poll, as Blackburn pulls away ",0
1095,"CAIR: #JusticeforJamal hosts a Memorial Service ""Remembering Jamal Khashoggi: His Life, Legacy and Dreams for the A ",0
1096,"Bullets entering home kill girl, 11; suspect 'critical' after armed homeowner fires back: reports ",0
1097,"Kyrsten Sinema gets boost in Arizona Senate race as Green Party candidate drops out, backs her ",0
1098,"Florida womans message of love, compassion helps stop man from jumping off bridge ",0
1099,49ers cheerleader takes a knee during anthem ,0
1100,"'This Ain't Hollywood!': Pence Calls Out Oprah, Will Ferrell in GA Stump Speech ",0
1101,President Trump announced that he will issue a 'comprehensive' executive order next week on immigration that will a ,0
1102,"Stuart Varney: Those numbers tell you, youve got a strong economy, you've got full employment and wages are going ",0
1103,Some analysts are predicting big gains for Democrats in the House. President Trump plans to make final pitches for ,0
1104,Veteran who underwent first double above-the-elbow arm transplant in US regaining movement in hands ,0
1105,"Thousands of Google employees worldwide walked out on the company Thursday to protest sexual harassment, pay inequa ",0
1106,.@mercedesschlapp: The Democrats policies are one of obstruction. ,0
1107,"Migrants traveling to US sue Trump, government; claim violation of constitutional rights ",0
1108,"Texas deputy 'critical' after being shot in head; suspect in custody, authorities say ",0
1109,".@nedryun: Im quietly optimistic, after looking at these early voting numbers, that Republicans can keep the Hous ",0
1110,"Death row inmate says, Lets rock, before dying on Tennessee electric chair ",0
1111,".@CoryBooker cleared to run for president, Senate simultaneously after New Jersey enacts 'Cory's Law' ",0
1112,"High-profile help hitting the campaign trail, @MikeEmanuelFox has the story @FoxFriendsFirst ",0
1113,"Nikpour on FL governor race: I dont like how close it is, but Ive gotta tell you, Florida is a red state. ",0
1114,"In an op-ed Thursday, Former House Speaker @newtgingrich argued that the Trump Revolution will continue after the ",0
1115,.@CarleyShimkus is live with the Fox News Update on Facebook Watch:  ,0
1116,"DRAMATIC VIDEO: Fisherman jumps on humpback whale to free it from rope, not everyone is impressed ",0
1117,Cold front on the move; East Coast rain  @JaniceDean has this mornings forecast @FoxFriendsFirst ,0
1118,"Both parties push final midterm messages, @JackieibanezFNC, reports @FoxFriendsFirst ",0
1119,State of the Midterms: Analyst predicts bigger House gains for Dems as Pelosi eyes gavel ,0
1120,"Nikpour: You also want to say, get out, vote, we need your help. Why do you think President @realDonaldTrump is go ",0
1121,"Noelle Nikpour on midterms: You dont want to act like youve got this in the bag, because then your very importan ",0
1122,Roth: I think the problem with celebritiesis that they are in a very different financial status than the people t ,0
1123,"Attorney Richard Roth: They dont make a significant difference, but if they make a 1 or 2 percent differencethen ",0
1124,'Brady Bunch' cast reunites at iconic TV home amid plans for home-renovation series ,0
1125,"Matthew Swift on impact of celebrities on elections: Even going back to 2008, you saw @Oprah have what could have ",0
1126,Former President George H.W. Bush voted early accompanied by his two best friends  his service dog Sully and Jim ,0
1127,"Cuba, Venezuela, Nicaragua face new sanctions, @GillianHTurner has the latest @FoxFriendsFirst ",0
1128,"First troops arrive at southern border, @ellisonbarber has the latest @FoxFriendsFirst  ",0
1129,House Democrats on border troops @FoxFriendsFirst  ,0
1130,"UPDATE: Bullets entering home kill girl, 11; suspect 'critical' after armed homeowner fires back: reports ",0
1131,Special-ed teacher suspended for allegedly spitting on student in video: report ,0
1132,Could the 'Taylor Swift Effect' Swing the Tennessee Senate Race? ,0
1133,Kimmel shows eighth edition of parents telling kids they ate their Halloween candy ,0
1134,Jason Riley on asylum crackdown: We are a sovereign nation. Borders matter.   ,0
1135,"U.S. Army soldiers, assigned to the 305th and 309th military intelligence battalions, position a tent at Fort Huach ",0
1136,Texas' Harris County seeing 'presidential-type' early voter turnout: report ,0
1137,First wave of troops arrives at southern border  ,0
1138,NHL player @evanderkane_9 facing $6M lawsuit as ex-girlfriend claims he reneged on $3M abortion payment ,0
1139,"Paul Zimmerman, acclaimed NFL writer known as 'Dr. Z,' dead at 86 ",0
1140,"Pam Owens on president's immigration policy: ""I get so angry when I listen to what people do say about [@POTUS], be ",0
1141,"Pelosi subpoena threat 'illegal,' Trump says, will take to Supreme Court ",0
1142,Josh Schwerin on President Trumps border crackdown: This is all just a political maneuver for the president days ,0
1143,"LAST WORDS: Death row inmate says, Lets rock, before dying on Tennessee electric chair ",0
1144,.@ChrisStirewalt on Facebook ad censorship: If you buy a relatively cheap online adyou can get a multiplier effec ,0
1145,"Wine industry could be next victim of US, China trade war (via @FoxBusiness) ",0
1146,"Police near Las Vegas pursuing vehicle after girl, 11, and man, 19, hit by gunfire, reports say ",0
1147,"Brazilian Ambassador to the US Sergio Amaral: There are some similarities, I would say, between [Brazilian Preside ",0
1148,"Truck driver facing charges in death of boy, 9, who was boarding school bus ",0
1149,"Thousands of Google workers protest sexual harassment, @Jeff_Paul has the story @foxnewsnight ",0
1150,Wisconsin Gov. Scott Walker calls Obama the biggest liar of the world ,0
1151,".@AmbJohnBolton talks tough against 3 Latin American countries, @LelandVittert has the story @foxnewsnight ",0
1152,Man arrested for allegedly forcing missing teen into prostitution ,0
1153,".@AmbJohnBolton on troika of dictators: These tyrants fancy themselves strongmen and revolutionaries, icons and ",0
